0,1,2,3,4
Philadelphia 76ers,93,335,4,-175
Washington Wizards,93,335,4,130
Philadelphia 76ers,93,335,4,-175
Washington Wizards,93,316,4,155
Philadelphia 76ers,95,316,4,-210
Washington Wizards,96,288,4,130
Philadelphia 76ers,95,288,4,-175
Washington Wizards,96,252,4,-145
Philadelphia 76ers,95,252,4,110
Washington Wizards,99,243,4,130
Philadelphia 76ers,95,243,4,-175
Washington Wizards,99,214,4,-290
Philadelphia 76ers,95,214,4,210
Washington Wizards,99,214,4,-290
Philadelphia 76ers,95,214,4,210
Washington Wizards,99,159,4,175
Philadelphia 76ers,99,159,4,-230
Washington Wizards,99,147,4,245
Philadelphia 76ers,101,147,4,-350
Washington Wizards,101,96,4,230
Philadelphia 76ers,103,96,4,-320
Washington Wizards,103,75,4,130
Philadelphia 76ers,103,75,4,-175
Washington Wizards,103,43,4,225
Philadelphia 76ers,105,43,4,-320
Washington Wizards,103,37,4,225
Philadelphia 76ers,105,37,4,-320
Washington Wizards,103,37,4,225
Philadelphia 76ers,106,37,4,-320
Washington Wizards,103,27,4,225
Philadelphia 76ers,107,27,4,-320
Washington Wizards,105,33,4,225
Philadelphia 76ers,107,33,4,-320
Washington Wizards,105,33,4,225
Philadelphia 76ers,107,33,4,-320
Washington Wizards,105,33,4,400
Philadelphia 76ers,107,33,4,-700
Washington Wizards,105,32,4,400
Philadelphia 76ers,107,32,4,-700
Washington Wizards,105,21,4,400
Philadelphia 76ers,109,21,4,-700
Washington Wizards,105,21,4,400
Philadelphia 76ers,109,21,4,-700
Washington Wizards,105,21,4,400
Philadelphia 76ers,109,21,4,-700
Washington Wizards,105,21,4,400
Philadelphia 76ers,109,21,4,-700
Washington Wizards,105,8,4,400
Philadelphia 76ers,109,8,4,-700
Washington Wizards,105,18,4,400
Philadelphia 76ers,110,18,4,-700
Washington Wizards,105,13,4,400
Philadelphia 76ers,111,13,4,-700
Washington Wizards,106,13,4,400
Philadelphia 76ers,111,13,4,-700
Washington Wizards,107,10,4,400
Philadelphia 76ers,111,10,4,-700
Washington Wizards,107,0,4,400
Philadelphia 76ers,113,0,4,-700
Washington Wizards,107,0,4,400
Philadelphia 76ers,113,0,4,-700
Washington Wizards,107,0,4,400
Philadelphia 76ers,113,0,4,-700
Washington Wizards,107,0,4,400
Philadelphia 76ers,113,0,4,-700
