0,1,2,3,4
Cleveland Cavaliers,85,201,3,-650
Charlotte Hornets,75,201,3,385
Cleveland Cavaliers,85,201,3,-650
Charlotte Hornets,75,199,3,385
Cleveland Cavaliers,85,199,3,-650
Charlotte Hornets,75,169,3,385
Cleveland Cavaliers,85,169,3,-650
Charlotte Hornets,75,153,3,385
Cleveland Cavaliers,87,153,3,-650
Charlotte Hornets,78,160,3,425
Cleveland Cavaliers,87,160,3,-750
Charlotte Hornets,78,123,3,475
Cleveland Cavaliers,90,123,3,-900
Charlotte Hornets,78,101,3,450
Cleveland Cavaliers,90,101,3,-800
Charlotte Hornets,78,91,3,475
Cleveland Cavaliers,90,91,3,-900
Charlotte Hornets,80,67,3,550
Cleveland Cavaliers,90,67,3,-1000
Charlotte Hornets,80,67,3,475
Cleveland Cavaliers,91,67,3,-900
Charlotte Hornets,80,50,3,400
Cleveland Cavaliers,91,50,3,-700
Charlotte Hornets,80,720,4,700
Cleveland Cavaliers,93,720,4,-1600
Charlotte Hornets,80,720,4,700
Cleveland Cavaliers,93,720,4,-1600
Charlotte Hornets,80,710,4,700
Cleveland Cavaliers,93,710,4,-1600
Charlotte Hornets,80,669,4,800
Cleveland Cavaliers,97,669,4,-2000
Charlotte Hornets,80,651,4,1400
Cleveland Cavaliers,99,651,4,-20000
Charlotte Hornets,85,594,4,1400
Cleveland Cavaliers,99,594,4,-50000
Charlotte Hornets,85,537,4,1400
Cleveland Cavaliers,102,537,4,-50000
Charlotte Hornets,85,539,4,1400
Cleveland Cavaliers,98,539,4,-20000
Charlotte Hornets,85,517,4,1600
Cleveland Cavaliers,102,517,4,-20000
Charlotte Hornets,85,517,4,1600
Cleveland Cavaliers,102,517,4,-20000
Charlotte Hornets,85,517,4,1600
Cleveland Cavaliers,102,517,4,-20000
Charlotte Hornets,85,497,4,1600
Cleveland Cavaliers,102,497,4,-20000
Charlotte Hornets,88,466,4,1600
Cleveland Cavaliers,102,466,4,-20000
Charlotte Hornets,88,446,4,1500
Cleveland Cavaliers,102,446,4,-50000
Charlotte Hornets,88,419,4,1600
Cleveland Cavaliers,102,419,4,-50000
Charlotte Hornets,90,407,4,1500
Cleveland Cavaliers,102,407,4,-50000
Charlotte Hornets,91,409,4,1600
Cleveland Cavaliers,102,409,4,-50000
Charlotte Hornets,91,377,4,1300
Cleveland Cavaliers,105,377,4,-20000
Charlotte Hornets,91,354,4,1600
Cleveland Cavaliers,108,354,4,-20000
Charlotte Hornets,91,348,4,1700
Cleveland Cavaliers,108,348,4,-20000
Charlotte Hornets,91,325,4,1700
Cleveland Cavaliers,108,325,4,-20000
Charlotte Hornets,93,320,4,1700
Cleveland Cavaliers,108,320,4,-20000
Charlotte Hornets,95,284,4,1900
Cleveland Cavaliers,110,284,4,-20000
Charlotte Hornets,95,261,4,1900
Cleveland Cavaliers,110,261,4,-20000
Charlotte Hornets,95,265,4,1900
Cleveland Cavaliers,111,265,4,-20000
Charlotte Hornets,95,257,4,1900
Cleveland Cavaliers,112,257,4,-20000
Charlotte Hornets,97,243,4,1900
Cleveland Cavaliers,114,243,4,-20000
Charlotte Hornets,97,237,4,1900
Cleveland Cavaliers,114,237,4,-20000
Charlotte Hornets,97,232,4,1900
Cleveland Cavaliers,114,232,4,-20000
Charlotte Hornets,99,229,4,1900
Cleveland Cavaliers,114,229,4,-20000
Charlotte Hornets,103,168,4,1900
Cleveland Cavaliers,117,168,4,-20000
Charlotte Hornets,103,142,4,1900
Cleveland Cavaliers,117,142,4,-20000
Charlotte Hornets,103,142,4,1900
Cleveland Cavaliers,117,142,4,-20000
Charlotte Hornets,103,135,4,1900
Cleveland Cavaliers,117,135,4,-20000
Charlotte Hornets,105,90,4,1900
Cleveland Cavaliers,117,90,4,-20000
Charlotte Hornets,108,52,4,1900
Cleveland Cavaliers,117,52,4,-20000
Charlotte Hornets,111,21,4,1900
Cleveland Cavaliers,119,21,4,-20000
Charlotte Hornets,111,21,4,1900
Cleveland Cavaliers,119,21,4,-20000
Charlotte Hornets,111,21,4,1900
Cleveland Cavaliers,119,21,4,-20000
Charlotte Hornets,111,18,4,1900
Cleveland Cavaliers,119,18,4,-20000
Charlotte Hornets,114,6,4,1900
Cleveland Cavaliers,119,6,4,-20000
Charlotte Hornets,114,5,4,1900
Cleveland Cavaliers,119,5,4,-20000
Charlotte Hornets,114,0,4,1900
Cleveland Cavaliers,121,0,4,-20000
